ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S25,13,S25-West Bengal,13-Ranaghat,1,SUPRAVAT BISWAS,Bharatiya Janata Party
S25,13,S25-West Bengal,13-Ranaghat,2,PRATAP KANTI RAY,Indian National Congress
S25,13,S25-West Bengal,13-Ranaghat,3,PARESH HALDER,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,13,S25-West Bengal,13-Ranaghat,4,NADIYAR CHAND MANDAL,Republican Party of India
S25,13,S25-West Bengal,13-Ranaghat,5,UTPALA BISWAS,Bahujan Samaj Party
S25,13,S25-West Bengal,13-Ranaghat,6,CHAITANYA BARAI,Nirjatita Samaj Biplabi Party
S25,13,S25-West Bengal,13-Ranaghat,7,ARCHANA BISWAS,Communist Party of India  (Marxist)
S25,14,S25-West Bengal,14-Bangaon,1,KRISHNADAS (KD) BISWAS,Bharatiya Janata Party
S25,14,S25-West Bengal,14-Bangaon,2,SHYAM PRASAD MONDAL,Party for Democratic Socialism
S25,14,S25-West Bengal,14-Bangaon,3,SWAPAN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,14,S25-West Bengal,14-Bangaon,4,TARAPADA BISWAS,Amra Bangalee
S25,14,S25-West Bengal,14-Bangaon,5,PINAKI RANJAN BHARATI,The Religion of Man Revolving Political Party of India
S25,14,S25-West Bengal,14-Bangaon,6,ILA MONDAL,Indian National Congress
S25,14,S25-West Bengal,14-Bangaon,7,DEBESH DAS,Communist Party of India  (Marxist)
S25,14,S25-West Bengal,14-Bangaon,8,PRANITA MANDAL,Independent
S25,14,S25-West Bengal,14-Bangaon,9,CHANDAN MALLICK,Bahujan Samaj Party
S25,15,S25-West Bengal,15-Barrackpore,1,SAMRAT TOPADAR,Indian National Congress
S25,15,S25-West Bengal,15-Barrackpore,2,PRADIP CHAUDHURI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,15,S25-West Bengal,15-Barrackpore,3,GIRISH CHANDRA SINGH,Independent
S25,15,S25-West Bengal,15-Barrackpore,4,DINESH TRIVEDI,All India Trinamool Congress
S25,15,S25-West Bengal,15-Barrackpore,5,SUBHASHINI ALI,Communist Party of India  (Marxist)
S25,15,S25-West Bengal,15-Barrackpore,6,TAPAS SARKAR,Bahujan Samaj Party
S25,15,S25-West Bengal,15-Barrackpore,7,OMPRAKASH RAJBHAR,Communist Party of India  (Marxist-Leninist)  (Liberation)
S25,15,S25-West Bengal,15-Barrackpore,8,SHARMISTHA CHOUDHURY,Communist Party of India (Marxist-Leninist) Red Star
S25,15,S25-West Bengal,15-Barrackpore,9,OMPRAKASH SHAW,Independent
S25,16,S25-West Bengal,16-Dum dum,1,SAUGATA ROY,All India Trinamool Congress
S25,16,S25-West Bengal,16-Dum dum,2,DHANANJOY MOITRA,Indian National Congress
S25,16,S25-West Bengal,16-Dum dum,3,ASHOK KUMAR KUNDU,Party for Democratic Socialism
S25,16,S25-West Bengal,16-Dum dum,4,SATYABRATA BANDYAOPADHYAY,Rashtriya Janadhikar Suraksha Party
S25,16,S25-West Bengal,16-Dum dum,5,ASIM KUMAR DASGUPTA,Communist Party of India  (Marxist)
S25,16,S25-West Bengal,16-Dum dum,6,NARENDRA NATH GHOSH,Bahujan Samaj Party
S25,16,S25-West Bengal,16-Dum dum,7,SIKHA SEN ROY,Communist Party of India (Marxist-Leninist) Red Star
S25,17,S25-West Bengal,17-Barasat,1,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress
S25,17,S25-West Bengal,17-Barasat,2,PARESH CHANDRA GHOSH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,17,S25-West Bengal,17-Barasat,3,MD. RAFIKUL ISLAM,Welfare Party Of India
S25,17,S25-West Bengal,17-Barasat,4,PRODIP CHANDRA SARKAR,Bharatiya Janata Party
S25,17,S25-West Bengal,17-Barasat,5,DR. MORTOZA HOSSAIN,All India Forward Bloc
S25,17,S25-West Bengal,17-Barasat,6,SUKUMAR BALA,Bahujan Samaj Party
S25,17,S25-West Bengal,17-Barasat,7,RITZU GHOSAL,Indian National Congress
S25,17,S25-West Bengal,17-Barasat,8,KAUSIK DAS GUPTA,Samajwadi Party
S25,17,S25-West Bengal,17-Barasat,9,KALYAN BASAK,Independent
S25,18,S25-West Bengal,18-Basirhat,1,SIDDIQULLAH CHOWDHURY,All India United Democratic Front
S25,18,S25-West Bengal,18-Basirhat,2,MD. HAFIZ,Independent
S25,18,S25-West Bengal,18-Basirhat,3,AJAY KUMAR BAIN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,18,S25-West Bengal,18-Basirhat,4,NURUL HUDA,Communist Party of India
S25,18,S25-West Bengal,18-Basirhat,5,IDRIS ALI,All India Trinamool Congress
S25,18,S25-West Bengal,18-Basirhat,6,SAMIK BHATTACHARYA,Bharatiya Janata Party
S25,18,S25-West Bengal,18-Basirhat,7,GOPAL DAS,Bahujan Samaj Party
S25,19,S25-West Bengal,19-Joynagar,1,PRATIMA MONDAL,All India Trinamool Congress
S25,19,S25-West Bengal,19-Joynagar,2,DR. TARUN MANDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,19,S25-West Bengal,19-Joynagar,3,KRISHNAPADA MAJUMDER,Bharatiya Janata Party
S25,19,S25-West Bengal,19-Joynagar,4,ANANYA SARKAR,Bahujan Samaj Party
S25,19,S25-West Bengal,19-Joynagar,5,ARNAB ROY,Indian National Congress
S25,19,S25-West Bengal,19-Joynagar,6,MANIKLAL SARDAR,Independent
S25,19,S25-West Bengal,19-Joynagar,7,SUBHAS NASKAR,Revolutionary Socialist Party
S25,19,S25-West Bengal,19-Joynagar,8,TARANGA MONDAL,All India United Democratic Front
S25,19,S25-West Bengal,19-Joynagar,9,DR. RABIN NASKAR,Bahujan Mukti Party
S25,20,S25-West Bengal,20-Mathurapur,1,SHRI MANORANJAN HALDER,Indian National Congress
S25,20,S25-West Bengal,20-Mathurapur,2,TAPAN NASKAR,Bharatiya Janata Party
S25,20,S25-West Bengal,20-Mathurapur,3,PURNA CHANDRA NAIYA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,20,S25-West Bengal,20-Mathurapur,4,CHOUDHURY MOHAN JATUA,All India Trinamool Congress
S25,20,S25-West Bengal,20-Mathurapur,5,RABINDRANATH MISTRI,Party for Democratic Socialism
S25,20,S25-West Bengal,20-Mathurapur,6,RINKU NASKAR,Communist Party of India  (Marxist)
S25,20,S25-West Bengal,20-Mathurapur,7,MANTU RAM HALDER,Welfare Party Of India
S25,20,S25-West Bengal,20-Mathurapur,8,SOUMEN SARADAR,Bahujan Samaj Party
S25,21,S25-West Bengal,21-Diamond harbour,1,SAMIR PUTATUNDA,Party for Democratic Socialism
S25,21,S25-West Bengal,21-Diamond harbour,2,DILIP KUMAR MANDAL,Bahujan Samaj Party
S25,21,S25-West Bengal,21-Diamond harbour,3,AJAY GHOSH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,21,S25-West Bengal,21-Diamond harbour,4,ABHISHEK BANERJEE,All India Trinamool Congress
S25,21,S25-West Bengal,21-Diamond harbour,5,SUDIP KUMAR SAHA,Independent
S25,21,S25-West Bengal,21-Diamond harbour,6,DR. ABUL HASNAT,Communist Party of India  (Marxist)
S25,22,S25-West Bengal,22-Jadavpur,1,SANDHYA MANDAL,Bahujan Samaj Party
S25,22,S25-West Bengal,22-Jadavpur,2,ASOK KUMAR SAMANTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,22,S25-West Bengal,22-Jadavpur,3,SAMIR AICH,Indian National Congress
S25,22,S25-West Bengal,22-Jadavpur,4,SUJAN CHAKRABORTY,Communist Party of India  (Marxist)
S25,23,S25-West Bengal,23-Kolkata Dakshin,1,ZUBAIR RABBANI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,23,S25-West Bengal,23-Kolkata Dakshin,2,SUBRATA BAKSHI,All India Trinamool Congress
S25,23,S25-West Bengal,23-Kolkata Dakshin,3,OMPRAKASH PRAJAPATI,Bahujan Samaj Party
S25,23,S25-West Bengal,23-Kolkata Dakshin,4,RAVEENDRAN. T.P,Communist Party of India  (Marxist-Leninist)  (Liberation)
S25,23,S25-West Bengal,23-Kolkata Dakshin,5,ASHOKE BISWAS,Independent
S25,23,S25-West Bengal,23-Kolkata Dakshin,6,NANDINI MUKHERJEE,Communist Party of India  (Marxist)
S25,23,S25-West Bengal,23-Kolkata Dakshin,7,SHAMALI DAS,Independent
S25,23,S25-West Bengal,23-Kolkata Dakshin,8,BADRI MONDAL,Independent
S25,23,S25-West Bengal,23-Kolkata Dakshin,9,MD. HESHAMUDDIN,Welfare Party Of India
S25,24,S25-West Bengal,24-Kolkata Uttar,1,BISWAJIT SINHA,Bharatiya Janata Party
S25,24,S25-West Bengal,24-Kolkata Uttar,2,PHUL CHAND RAM,Bahujan Samaj Party
S25,24,S25-West Bengal,24-Kolkata Uttar,3,SOMENDRA NATH MITRA,Indian National Congress
S25,24,S25-West Bengal,24-Kolkata Uttar,4,SHYAM SUNDAR GUPTA,Independent
S25,24,S25-West Bengal,24-Kolkata Uttar,5,DEBAJYOTI SENGUPTA,Independent
S25,24,S25-West Bengal,24-Kolkata Uttar,6,RUPA BAGCHI,Communist Party of India  (Marxist)
S25,24,S25-West Bengal,24-Kolkata Uttar,7,ALOK CHATURVEDI,Aam Aadmi Party
S25,24,S25-West Bengal,24-Kolkata Uttar,8,SUNIRMAL BASU,Independent
S25,24,S25-West Bengal,24-Kolkata Uttar,9,SURENDRA KUMAR KABRA,Independent
S25,25,S25-West Bengal,25-Howrah,1,GEORGE BAKER,Bharatiya Janata Party
S25,25,S25-West Bengal,25-Howrah,2,PRASUN BANERJEE,All India Trinamool Congress
S25,25,S25-West Bengal,25-Howrah,3,MANOJ KUMAR PANDEY,Indian National Congress
S25,25,S25-West Bengal,25-Howrah,4,SHIB CHANDRA RAM,Bahujan Samaj Party
S25,25,S25-West Bengal,25-Howrah,5,SRIDIP BHATTACHARYA,Communist Party of India  (Marxist)
S25,25,S25-West Bengal,25-Howrah,6,GOBARDDHAN MANNA,Indian Unity Centre
S25,25,S25-West Bengal,25-Howrah,7,MOHAMMAD SIRAJUDDIN SEKH,Gareeb Aadmi Party
S25,25,S25-West Bengal,25-Howrah,8,SUKUMAR BARAL,Bahujan Mukti Party
S25,25,S25-West Bengal,25-Howrah,9,SURAJ NARAYAN SINGH,Aam Aadmi Party
S25,25,S25-West Bengal,25-Howrah,10,SOUMITRA SENGUPTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,25,S25-West Bengal,25-Howrah,11,DINESH KUMAR SHARMA,Independent
S25,25,S25-West Bengal,25-Howrah,12,MRITYUNJAY SARKAR,Independent
S25,25,S25-West Bengal,25-Howrah,13,SAJAL KUMAR DAS,Independent
S25,25,S25-West Bengal,25-Howrah,14,SANJIB SARKAR,Independent
S25,25,S25-West Bengal,25-Howrah,15,SONIA DAS,Independent
S25,26,S25-West Bengal,26-Uluberia,1,ASIT MITRA,Indian National Congress
S25,26,S25-West Bengal,26-Uluberia,2,RANJIT KISHORE MOHANTY,Bharatiya Janata Party
S25,26,S25-West Bengal,26-Uluberia,3,REKHA DAS,Bahujan Samaj Party
S25,26,S25-West Bengal,26-Uluberia,4,SABIR UDDIN MOLLA,Communist Party of India  (Marxist)
S25,26,S25-West Bengal,26-Uluberia,5,SULTAN AHMED,All India Trinamool Congress
S25,26,S25-West Bengal,26-Uluberia,6,ABUL QASEM,Indian Unity Centre
S25,26,S25-West Bengal,26-Uluberia,7,MINATI SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,26,S25-West Bengal,26-Uluberia,8,SUJATA DUTTA,Bahujan Mukti Party
S25,26,S25-West Bengal,26-Uluberia,9,HASAN NAWAJ,All India United Democratic Front
S25,26,S25-West Bengal,26-Uluberia,10,ASHIS KUMAR DAS,Independent
S25,26,S25-West Bengal,26-Uluberia,11,DILIP KUMAR HAIT,Independent
S25,26,S25-West Bengal,26-Uluberia,12,RAMESH DHARA,Independent
S25,26,S25-West Bengal,26-Uluberia,13,SUSANTA KUMAR DALUI,Independent
S25,27,S25-West Bengal,27-Srerampur,1,ABDUL MANNAN,Indian National Congress
S25,27,S25-West Bengal,27-Srerampur,2,KALYAN BANERJEE,All India Trinamool Congress
S25,27,S25-West Bengal,27-Srerampur,3,TIRTHANKAR RAY,Communist Party of India  (Marxist)
S25,27,S25-West Bengal,27-Srerampur,4,BAPPI LAHIRI,Bharatiya Janata Party
S25,27,S25-West Bengal,27-Srerampur,5,NASIRUDDIN MIR,Indian Unity Centre
S25,27,S25-West Bengal,27-Srerampur,6,MANASA SEN,Welfare Party Of India
S25,27,S25-West Bengal,27-Srerampur,7,MD. SHANAWAZ,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,27,S25-West Bengal,27-Srerampur,8,KAILASH NASKAR,Independent
S25,27,S25-West Bengal,27-Srerampur,9,RAJU DEY SARKAR,Independent
S25,27,S25-West Bengal,27-Srerampur,10,DR. SOMNATH GHOSH,Independent
S25,28,S25-West Bengal,28-Hooghly,1,DR. CHANDAN MITRA,Bharatiya Janata Party
S25,28,S25-West Bengal,28-Hooghly,2,PRADIP SAHA,Communist Party of India  (Marxist)
S25,28,S25-West Bengal,28-Hooghly,3,PRITAM GHOSH,Indian National Congress
S25,28,S25-West Bengal,28-Hooghly,4,VIJAY KUMAR MAHATO,Bahujan Samaj Party
S25,28,S25-West Bengal,28-Hooghly,5,DR. RATNA DE (NAG),All India Trinamool Congress
S25,28,S25-West Bengal,28-Hooghly,6,PABAN MAZUMDER,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,28,S25-West Bengal,28-Hooghly,7,SHUKCHAND MURMU,Jharkhand Disom Party
S25,28,S25-West Bengal,28-Hooghly,8,SANGHAMITRA MUKHERJEE,Rashtriya Janasachetan Party (R.J.P.)
S25,28,S25-West Bengal,28-Hooghly,9,SAJAL ADHIKARI,Communist Party of India  (Marxist-Leninist)  (Liberation)
S25,29,S25-West Bengal,29-Arambagh,1,APARUPA PODDAR (AFRIN ALI),All India Trinamool Congress
S25,29,S25-West Bengal,29-Arambagh,2,MADHUSUDAN BAG,Bharatiya Janata Party
S25,29,S25-West Bengal,29-Arambagh,3,SAKTIMOHAN MALIK,Communist Party of India  (Marxist)
S25,29,S25-West Bengal,29-Arambagh,4,SAMBHUNATH MALIK,Indian National Congress
S25,29,S25-West Bengal,29-Arambagh,5,GANESH BAG,Jharkhand Disom Party
S25,30,S25-West Bengal,30-Tamluk,1,BIBEKANANDA RAY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,30,S25-West Bengal,30-Tamluk,2,RAJYASHREE CHAUDHURI,Independent
S25,30,S25-West Bengal,30-Tamluk,3,SUVENDU ADHIKARI,All India Trinamool Congress
S25,30,S25-West Bengal,30-Tamluk,4,SEKH IBRAHIM ALI,Communist Party of India  (Marxist)
S25,31,S25-West Bengal,31-Kanthi,1,MANAS PRADHAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,31,S25-West Bengal,31-Kanthi,2,SISIR KUMAR ADHIKARI,All India Trinamool Congress
S25,31,S25-West Bengal,31-Kanthi,3,TAPAS SINHA,Communist Party of India  (Marxist)
S25,32,S25-West Bengal,32-Ghatal,1,MANAS RANJAN BHUNIA,Indian National Congress
S25,32,S25-West Bengal,32-Ghatal,2,SANTOSH RANA,Communist Party of India
S25,32,S25-West Bengal,32-Ghatal,3,ANJAN JANA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,32,S25-West Bengal,32-Ghatal,4,GOPAL MURMU,Jharkhand Anushilan Party
S25,32,S25-West Bengal,32-Ghatal,5,GANGARAM SASMAL,Party for Democratic Socialism
S25,32,S25-West Bengal,32-Ghatal,6,GAUTAM KOURI,Amra Bangalee
S25,32,S25-West Bengal,32-Ghatal,7,DEEPAK ADHIKARI (DEV),All India Trinamool Congress
S25,32,S25-West Bengal,32-Ghatal,8,MD. ALAM,Bharatiya Janata Party
S25,33,S25-West Bengal,33-Jhargram,1,UMA SAREN,All India Trinamool Congress
S25,33,S25-West Bengal,33-Jhargram,2,ANITA HANSDA,Indian National Congress
S25,33,S25-West Bengal,33-Jhargram,3,RAMPADA HANSDA,Amra Bangalee
S25,33,S25-West Bengal,33-Jhargram,4,BIKASH MUDI,Bharatiya Janata Party
S25,33,S25-West Bengal,33-Jhargram,5,MURARI MOHAN BASKE,Jharkhand Anushilan Party
S25,33,S25-West Bengal,33-Jhargram,6,DR. PULIN BIHARI BASKE,Communist Party of India  (Marxist)
S25,33,S25-West Bengal,33-Jhargram,7,RAJIB MUDI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,33,S25-West Bengal,33-Jhargram,8,SUBODH KUMAR MANDI,Independent
S25,33,S25-West Bengal,33-Jhargram,9,CHUNIBALA HANSDA,Jharkhand Party  (Naren)
S25,33,S25-West Bengal,33-Jhargram,10,GOMASTA PRASAD SOREN,Akhil Bhartiya Jharkhand Party
S25,33,S25-West Bengal,33-Jhargram,11,HIRANMOY MAJHI,Independent
S25,33,S25-West Bengal,33-Jhargram,12,MILAN MANDI,Jharkhand Disom Party
S25,33,S25-West Bengal,33-Jhargram,13,BUDDHADEB MANDI,Jharkhand Mukti Morcha
S25,34,S25-West Bengal,34-Medinipur,1,DR. BIMAL KUMAR RAJ,Indian National Congress
S25,34,S25-West Bengal,34-Medinipur,2,SANDHYA ROY,All India Trinamool Congress
S25,34,S25-West Bengal,34-Medinipur,3,PRABHAKAR TEWARI,Bharatiya Janata Party
S25,34,S25-West Bengal,34-Medinipur,4,PRABODH PANDA,Communist Party of India
S25,34,S25-West Bengal,34-Medinipur,5,TUSHAR JANA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,34,S25-West Bengal,34-Medinipur,6,KAVITA RANI,Bahujan Samaj Party
S25,34,S25-West Bengal,34-Medinipur,7,RAMKRISNA SARKAR,Independent
S25,34,S25-West Bengal,34-Medinipur,8,BIPUL KUMAR DEY,Gareeb Aadmi Party
S25,34,S25-West Bengal,34-Medinipur,9,SOUMEN SAMANTA,Party for Democratic Socialism
S25,34,S25-West Bengal,34-Medinipur,10,ASOKE BERA,Amra Bangalee
S25,34,S25-West Bengal,34-Medinipur,11,MUKIM KHAN,Jharkhand Mukti Morcha
S25,34,S25-West Bengal,34-Medinipur,12,MATA PRASAD GUPTA,Independent
S25,35,S25-West Bengal,35-Purulia,1,SUBARNA PADA KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,35,S25-West Bengal,35-Purulia,2,MRIGANKA MAHATO,All India Trinamool Congress
S25,35,S25-West Bengal,35-Purulia,3,NARAHARI  MAHATO,All India Forward Bloc
S25,35,S25-West Bengal,35-Purulia,4,BIKASH BANERJEE,Bharatiya Janata Party
S25,35,S25-West Bengal,35-Purulia,5,NEPAL MAHATA,Indian National Congress
S25,35,S25-West Bengal,35-Purulia,6,MIHIR KUMAR RAJWAR,Bahujan Samaj Party
S25,35,S25-West Bengal,35-Purulia,7,AJIT PRASAD MAHATA,Jharkhand Vikas Morcha (Prajatantrik)
S25,35,S25-West Bengal,35-Purulia,8,BAIDYANATH HANSDA,Jharkhand Disom Party
S25,35,S25-West Bengal,35-Purulia,9,DR. DHIREN RAJAK,Independent
S25,35,S25-West Bengal,35-Purulia,12,TAPAN KUMAR MAHATO,Jharkhand Mukti Morcha
S25,35,S25-West Bengal,35-Purulia,13,PURNA CHANDRA TUDU,Independent
S25,35,S25-West Bengal,35-Purulia,16,MONBODH MAHATO,Independent
S25,36,S25-West Bengal,36-Bankura,1,BASUDEB ACHARIA,Communist Party of India  (Marxist)
S25,36,S25-West Bengal,36-Bankura,2,KABITA SINGHA BABU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,36,S25-West Bengal,36-Bankura,3,SUDHIR KUMAR MURMU,Communist Party of India  (Marxist-Leninist)  (Liberation)
S25,36,S25-West Bengal,36-Bankura,4,SREEMATI (MOON MOON) DEV VARMA (SEN),All India Trinamool Congress
S25,36,S25-West Bengal,36-Bankura,5,SUBHAS KUMAR SARKAR,Bharatiya Janata Party
S25,36,S25-West Bengal,36-Bankura,6,SUDHAN CHANDRA MONDAL,Samajwadi Janata Party (Rashtriya)
S25,36,S25-West Bengal,36-Bankura,7,NILMADHAB GUPTA,Indian National Congress
S25,36,S25-West Bengal,36-Bankura,8,HULU KHETRAPAL,Bahujan Mukti Party
S25,36,S25-West Bengal,36-Bankura,9,PANMANI BESRA,Jharkhand Disom Party
S25,36,S25-West Bengal,36-Bankura,10,SHIB SANKAR GHOSH,Jharkhand Vikas Morcha (Prajatantrik)
S25,36,S25-West Bengal,36-Bankura,11,PRABIR BANERJEE,Jharkhand Anushilan Party
S25,36,S25-West Bengal,36-Bankura,12,PARESH MARANDI,Jharkhand Mukti Morcha
S25,36,S25-West Bengal,36-Bankura,13,BINOY CHOWDHURY,Bahujan Samaj Party
S25,36,S25-West Bengal,36-Bankura,14,GOUR CHANDRA HEMBRAM,Independent
S25,36,S25-West Bengal,36-Bankura,15,SHYAMAL SIKDAR,Independent
S25,37,S25-West Bengal,37-Bishnupur,1,SUSMITA BAURI,Communist Party of India  (Marxist)
S25,37,S25-West Bengal,37-Bishnupur,2,SADANANDA MANDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,37,S25-West Bengal,37-Bishnupur,3,DINESH LOHAR,Communist Party of India (Marxist-Leninist) Red Star
S25,37,S25-West Bengal,37-Bishnupur,4,SAUMITRA KHAN,All India Trinamool Congress
S25,37,S25-West Bengal,37-Bishnupur,5,TARANI ROY,Communist Party of India (Marxist-Leninist) Red Star
S25,37,S25-West Bengal,37-Bishnupur,6,JAYANTA MODAL,Bharatiya Janata Party
S25,37,S25-West Bengal,37-Bishnupur,7,NARAYAN CHANDRA KHAN,Indian National Congress
S25,37,S25-West Bengal,37-Bishnupur,8,JAGADANANDA ROY,Bahujan Samaj Party
S25,37,S25-West Bengal,37-Bishnupur,9,JOYDEB BAURI,Independent
S25,38,S25-West Bengal,38-Bardhaman Purba,1,ISWAR CHANDRA DAS,Communist Party of India  (Marxist)
S25,38,S25-West Bengal,38-Bardhaman Purba,2,CHANDANA MAJHI,Indian National Congress
S25,38,S25-West Bengal,38-Bardhaman Purba,3,MUKUL BISWAS,Bahujan Samaj Party
S25,38,S25-West Bengal,38-Bardhaman Purba,4,SANTOSH ROY,Bharatiya Janata Party
S25,38,S25-West Bengal,38-Bardhaman Purba,5,SUNIL KUMAR MONDAL,All India Trinamool Congress
S25,38,S25-West Bengal,38-Bardhaman Purba,6,KALICHARAN SARDAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,38,S25-West Bengal,38-Bardhaman Purba,7,PEJUSH KUMAR SAHANA,Communist Party of India  (Marxist-Leninist)  (Liberation)
S25,38,S25-West Bengal,38-Bardhaman Purba,8,PROSANTA BAG,Jharkhand Disom Party
S25,38,S25-West Bengal,38-Bardhaman Purba,9,SWAPAN MALIK,Jharkhand Mukti Morcha
S25,39,S25-West Bengal,39-Burdwan - durgapur,1,AGASTY PRADIP,Indian National Congress
S25,39,S25-West Bengal,39-Burdwan - durgapur,2,DEBASREE CHAUDHURI,Bharatiya Janata Party
S25,39,S25-West Bengal,39-Burdwan - durgapur,3,DR. MAMTAZ SANGHAMITA,All India Trinamool Congress
S25,39,S25-West Bengal,39-Burdwan - durgapur,4,MD. HARUN,Bahujan Samaj Party
S25,39,S25-West Bengal,39-Burdwan - durgapur,5,SK. SAIDUL HAQUE,Communist Party of India  (Marxist)
S25,39,S25-West Bengal,39-Burdwan - durgapur,6,DR. DHANAPATI DAS,Bahujan Mukti Party
S25,39,S25-West Bengal,39-Burdwan - durgapur,7,SUNIL KUMAR PURKAIT,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,39,S25-West Bengal,39-Burdwan - durgapur,8,SARADA MONI SAMANTA,Independent
S25,40,S25-West Bengal,40-Asansol,1,JARASANDHA SINHA,Bahujan Samaj Party
S25,40,S25-West Bengal,40-Asansol,2,BABUL SUPRIYA BORAL (BABUL SUPRIYO),Bharatiya Janata Party
S25,40,S25-West Bengal,40-Asansol,3,INDRANI MISHRA,Indian National Congress
S25,40,S25-West Bengal,40-Asansol,4,ATUL CHANDRA  BOURI,Bahujan Mukti Party
S25,40,S25-West Bengal,40-Asansol,5,BURO MURMU,Jharkhand Disom Party
S25,40,S25-West Bengal,40-Asansol,6,BANSA GOPAL CHOUDHURY,Communist Party of India  (Marxist)
S25,40,S25-West Bengal,40-Asansol,7,DOLA SEN,All India Trinamool Congress
S25,40,S25-West Bengal,40-Asansol,8,ANANTA LAL GUPTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,40,S25-West Bengal,40-Asansol,9,MD. REYAZUDDIN,Indian Union Muslim League
S25,40,S25-West Bengal,40-Asansol,10,KANAI BANERJEE,Jharkhand Mukti Morcha
S25,40,S25-West Bengal,40-Asansol,11,MD. MUSTAQIM,Gareeb Aadmi Party
S25,40,S25-West Bengal,40-Asansol,12,JYOTIRMOY MAITI,Independent
S25,40,S25-West Bengal,40-Asansol,13,MANASH SARKAR,Independent
S25,40,S25-West Bengal,40-Asansol,14,SUJIT KAR,Independent
S25,41,S25-West Bengal,41-Bolpur,1,ANUPAM HAZRA,All India Trinamool Congress
S25,41,S25-West Bengal,41-Bolpur,2,KAMINI MOHAN SARKAR,Bharatiya Janata Party
S25,41,S25-West Bengal,41-Bolpur,3,DOME RAMCHANDRA,Communist Party of India  (Marxist)
S25,41,S25-West Bengal,41-Bolpur,4,TAPAN KUMAR SAHA,Indian National Congress
S25,41,S25-West Bengal,41-Bolpur,5,SAMIRAN DAS,Bahujan Samaj Party
S25,41,S25-West Bengal,41-Bolpur,6,BIJOY DOLUI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,41,S25-West Bengal,41-Bolpur,7,SANJIB MALIK,Jharkhand Disom Party
S25,42,S25-West Bengal,42-Birbhum,1,DR. ELAHI KAMRE MAHAMMAD,Communist Party of India  (Marxist)
S25,42,S25-West Bengal,42-Birbhum,2,JOY BANERJEE,Bharatiya Janata Party
S25,42,S25-West Bengal,42-Birbhum,3,PRABIR MUKHOPADHYAY,Bahujan Samaj Party
S25,42,S25-West Bengal,42-Birbhum,4,SATABDI ROY,All India Trinamool Congress
S25,42,S25-West Bengal,42-Birbhum,5,SYED SIRAJ JIMMI,Indian National Congress
S25,42,S25-West Bengal,42-Birbhum,6,AYESHA KHATUN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S25,42,S25-West Bengal,42-Birbhum,7,NURUL ISLAM,Janata Dal  (United)
S25,42,S25-West Bengal,42-Birbhum,8,PRASANTA ROY,Samajwadi Party
S25,42,S25-West Bengal,42-Birbhum,9,SHIBRATAN SHARMA,Jharkhand Mukti Morcha
S25,42,S25-West Bengal,42-Birbhum,10,SAJAL DAS,Bahujan Mukti Party
S25,42,S25-West Bengal,42-Birbhum,11,SUTTAM DAS,Independent
S26,1,S26-Chhattisgarh,1-SARGUJA,1,KAMALBHAN SINGH MARABI,Bharatiya Janata Party
S26,1,S26-Chhattisgarh,1-SARGUJA,2,DHARMJEET SINGH MARKAM,Bahujan Samaj Party
S26,1,S26-Chhattisgarh,1-SARGUJA,3,RAM DEV RAM,Indian National Congress
S26,1,S26-Chhattisgarh,1-SARGUJA,4,COMRADE SURENDRA LAL SINGH,Communist Party of India  (Marxist)
